order_id,store_id,city,category,order_timestamp,day_of_week,order_hour,is_peak_hour,pick_time_min,pack_time_min,dispatch_time_min,delivery_time_min,total_fulfillment_time_min,sla_breached,stockout_flag,cancelled_flag,revenue_inr,items_count,customer_rating
ORD108039,DS_Hyderabad_Hitech,Hyderabad,Staples,2024-09-24 21:19:00,Tuesday,21,1,11.9,4.8,2.3,19.8,38.8,1,0,0,395.42,7,3.8
ORD108040,DS_Delhi_Lajpat,Delhi,Dairy,2024-05-19 12:11:00,Sunday,12,1,10.5,3.8,1.6,30.3,46.2,1,0,0,136.91,2,3.7
ORD108041,DS_Delhi_CP,Delhi,Personal Care,2024-12-02 23:33:00,Monday,23,0,7.7,3.3,2.1,19.2,32.3,1,0,0,316.93,5,4.0
ORD108042,DS_Mumbai_BKC,Mumbai,Staples,2024-05-18 08:03:00,Saturday,8,1,13.9,1.0,2.3,24.2,41.4,1,1,0,196.35,2,3.6
ORD108043,DS_Pune_Kothrud,Pune,Staples,2024-06-05 20:16:00,Wednesday,20,1,5.3,3.6,1.9,19.8,30.6,1,0,0,276.65,6,3.7
ORD108044,DS_Pune_Kothrud,Pune,Fruits & Veg,2024-10-18 19:06:00,Friday,19,1,9.4,1.3,2.0,26.9,39.6,1,0,0,1581.31,5,3.5
ORD108045,DS_Delhi_Lajpat,Delhi,Frozen,2024-09-13 07:11:00,Friday,7,0,6.5,3.1,2.5,17.5,29.6,0,0,0,410.33,6,4.5
ORD108046,DS_Delhi_CP,Delhi,Personal Care,2024-05-14 21:47:00,Tuesday,21,1,9.4,5.0,1.8,20.6,36.8,1,1,0,1379.04,1,3.7
ORD108047,DS_Delhi_CP,Delhi,Fruits & Veg,2024-08-24 22:41:00,Saturday,22,0,4.5,1.8,2.4,2.7,11.399999999999999,0,0,0,873.67,12,3.9
ORD108048,DS_Hyderabad_Hitech,Hyderabad,Staples,2024-12-21 15:10:00,Saturday,15,0,3.3,3.1,0.9,20.7,28.0,0,0,0,419.82,5,4.5
ORD108049,DS_Pune_Kothrud,Pune,Frozen,2024-02-01 11:24:00,Thursday,11,0,2.7,3.2,2.3,22.7,30.9,1,0,0,301.56,6,3.1
ORD108050,DS_Bangalore_Koramangala,Bangalore,Beverages,2024-07-23 18:27:00,Tuesday,18,0,2.8,4.5,1.6,15.4,24.3,0,0,0,341.08,1,4.5
ORD108051,DS_Delhi_CP,Delhi,Staples,2024-10-19 20:09:00,Saturday,20,1,7.7,2.7,2.4,16.9,29.7,0,1,0,515.63,2,4.0
ORD108052,DS_Pune_Kothrud,Pune,Frozen,2024-01-14 22:56:00,Sunday,22,0,3.7,2.2,2.6,25.0,33.5,1,0,0,1283.05,4,3.8
ORD108053,DS_Bangalore_Koramangala,Bangalore,Personal Care,2024-05-21 17:14:00,Tuesday,17,0,7.1,3.5,1.7,19.2,31.5,1,0,0,1709.26,1,3.2
ORD108054,DS_Delhi_CP,Delhi,Beverages,2024-10-18 06:44:00,Friday,6,0,4.1,2.9,1.5,11.6,20.1,0,0,0,982.84,6,3.9
ORD108055,DS_Mumbai_Andheri,Mumbai,Beverages,2024-03-11 23:19:00,Monday,23,0,8.3,4.6,2.0,20.9,35.8,1,0,0,1688.05,3,3.5
ORD108056,DS_Delhi_Lajpat,Delhi,Snacks,2024-08-02 10:42:00,Friday,10,0,1.9,2.1,1.8,18.7,24.5,0,0,0,1748.83,12,4.2
ORD108057,DS_Bangalore_Koramangala,Bangalore,Snacks,2024-02-25 15:51:00,Sunday,15,0,5.4,2.4,2.2,11.2,21.2,0,0,0,1127.1,5,4.5
ORD108058,DS_Pune_Kothrud,Pune,Fruits & Veg,2024-06-16 08:22:00,Sunday,8,1,8.8,5.1,1.8,21.6,37.300000000000004,1,0,0,944.13,10,3.5
ORD108059,DS_Hyderabad_Hitech,Hyderabad,Frozen,2024-11-22 06:53:00,Friday,6,0,5.1,3.6,2.0,22.9,33.599999999999994,1,0,0,155.39,9,3.9
ORD108060,DS_Delhi_CP,Delhi,Fruits & Veg,2024-05-07 22:09:00,Tuesday,22,0,6.1,3.4,2.6,21.3,33.4,1,1,0,143.17,11,3.8
ORD108061,DS_Pune_Kothrud,Pune,Fruits & Veg,2024-10-01 06:26:00,Tuesday,6,0,6.8,1.8,3.3,20.6,32.5,1,0,0,1347.66,9,4.0
ORD108062,DS_Bangalore_Koramangala,Bangalore,Fruits & Veg,2024-08-04 16:40:00,Sunday,16,0,5.9,0.7,1.9,18.4,26.9,0,0,0,128.01,3,3.9
ORD108063,DS_Delhi_CP,Delhi,Dairy,2024-03-28 09:08:00,Thursday,9,1,8.3,2.7,2.4,30.3,43.7,1,0,0,293.87,10,3.8
ORD108064,DS_Delhi_Lajpat,Delhi,Staples,2024-06-12 23:52:00,Wednesday,23,0,4.9,2.6,2.0,19.1,28.6,0,0,0,1751.31,3,4.4
ORD108065,DS_Delhi_CP,Delhi,Snacks,2024-04-26 11:31:00,Friday,11,0,5.1,3.5,2.2,16.0,26.8,0,0,0,632.35,3,3.5
ORD108066,DS_Mumbai_BKC,Mumbai,Staples,2024-07-19 07:33:00,Friday,7,0,4.2,4.6,1.2,24.6,34.6,1,0,0,1002.07,11,3.0
ORD108067,DS_Mumbai_BKC,Mumbai,Fruits & Veg,2024-05-10 23:37:00,Friday,23,0,4.5,2.6,2.9,18.1,28.1,0,0,0,575.32,11,4.1
ORD108068,DS_Delhi_CP,Delhi,Dairy,2024-04-19 12:08:00,Friday,12,1,8.1,3.5,1.7,22.9,36.199999999999996,1,1,0,625.84,7,3.6
ORD108069,DS_Pune_Kothrud,Pune,Fruits & Veg,2024-02-11 07:32:00,Sunday,7,0,7.4,3.8,1.6,14.9,27.7,0,0,0,1407.02,7,3.9
ORD108070,DS_Delhi_CP,Delhi,Snacks,2024-02-26 13:41:00,Monday,13,1,10.4,3.9,2.1,13.0,29.400000000000002,0,0,0,1693.78,12,4.5
ORD108071,DS_Delhi_CP,Delhi,Beverages,2024-02-11 14:22:00,Sunday,14,0,3.3,2.3,2.1,17.6,25.3,0,0,0,1506.68,5,4.5
ORD108072,DS_Delhi_CP,Delhi,Personal Care,2024-03-20 21:01:00,Wednesday,21,1,8.8,2.0,1.8,28.9,41.5,1,0,0,1587.13,9,4.0
ORD108073,DS_Pune_Kothrud,Pune,Staples,2024-05-14 14:10:00,Tuesday,14,0,6.2,4.3,2.6,21.9,35.0,1,0,0,1224.82,10,3.2
ORD108074,DS_Pune_Kothrud,Pune,Staples,2024-04-12 07:13:00,Friday,7,0,7.6,2.8,1.8,14.6,26.799999999999997,0,0,0,985.39,6,4.1
ORD108075,DS_Mumbai_Andheri,Mumbai,Fruits & Veg,2024-09-25 12:50:00,Wednesday,12,1,8.7,3.2,1.9,25.1,38.9,1,0,0,1530.94,4,3.9
ORD108076,DS_Mumbai_Andheri,Mumbai,Staples,2024-01-27 18:42:00,Saturday,18,0,5.4,2.3,1.0,21.9,30.599999999999998,1,1,0,1045.24,1,3.7
ORD108077,DS_Pune_Kothrud,Pune,Personal Care,2024-09-06 13:27:00,Friday,13,1,9.6,4.2,1.4,24.3,39.5,1,0,0,761.48,6,3.3
ORD108078,DS_Bangalore_Whitefield,Bangalore,Staples,2024-10-24 22:28:00,Thursday,22,0,7.3,0.8,2.4,21.8,32.3,1,0,0,1724.35,12,3.3
ORD108079,DS_Bangalore_Whitefield,Bangalore,Fruits & Veg,2024-08-27 13:14:00,Tuesday,13,1,10.1,2.1,2.2,28.1,42.5,1,0,0,1792.98,9,3.3
ORD108080,DS_Pune_Kothrud,Pune,Personal Care,2024-10-28 07:11:00,Monday,7,0,3.4,4.1,3.0,20.5,31.0,1,0,0,1335.26,12,3.9
ORD108081,DS_Bangalore_Koramangala,Bangalore,Frozen,2024-12-11 07:20:00,Wednesday,7,0,5.3,3.2,2.2,17.1,27.8,0,0,0,1348.76,11,4.7
ORD108082,DS_Pune_Kothrud,Pune,Fruits & Veg,2024-07-13 09:39:00,Saturday,9,1,10.4,3.3,1.9,23.7,39.3,1,1,0,1608.74,2,4.2
ORD108083,DS_Mumbai_Andheri,Mumbai,Frozen,2024-08-24 18:09:00,Saturday,18,0,6.3,3.2,2.1,16.2,27.799999999999997,0,0,0,180.44,10,3.6
ORD108084,DS_Bangalore_Whitefield,Bangalore,Beverages,2024-03-22 11:16:00,Friday,11,0,9.1,4.1,2.6,12.6,28.4,0,0,0,1387.34,6,4.8
ORD108085,DS_Mumbai_BKC,Mumbai,Beverages,2024-08-18 13:57:00,Sunday,13,1,13.9,4.0,2.8,28.0,48.7,1,0,0,374.06,2,3.4
ORD108086,DS_Mumbai_Andheri,Mumbai,Beverages,2024-02-02 09:28:00,Friday,9,1,11.0,2.0,1.7,25.6,40.3,1,0,0,674.58,12,3.8
ORD108087,DS_Pune_Kothrud,Pune,Beverages,2024-08-23 15:30:00,Friday,15,0,6.9,1.2,1.9,20.7,30.7,1,0,0,307.96,7,4.0
ORD108088,DS_Bangalore_Koramangala,Bangalore,Personal Care,2024-06-01 14:44:00,Saturday,14,0,7.6,3.3,1.8,20.5,33.2,1,0,0,1137.23,9,3.6
ORD108089,DS_Mumbai_Andheri,Mumbai,Personal Care,2024-12-29 21:07:00,Sunday,21,1,11.8,3.4,2.0,20.2,37.400000000000006,1,0,0,940.18,8,4.1
ORD108090,DS_Mumbai_Andheri,Mumbai,Frozen,2024-04-30 06:51:00,Tuesday,6,0,7.1,5.1,2.3,21.0,35.5,1,0,0,601.1,10,3.1
ORD108091,DS_Delhi_CP,Delhi,Beverages,2024-04-22 06:58:00,Monday,6,0,6.6,2.7,2.4,19.7,31.4,1,1,1,628.44,9,4.1
ORD108092,DS_Mumbai_BKC,Mumbai,Personal Care,2024-06-12 16:50:00,Wednesday,16,0,10.3,2.2,2.5,21.4,36.4,1,0,0,1787.55,4,4.5
ORD108093,DS_Delhi_Lajpat,Delhi,Frozen,2024-01-29 13:32:00,Monday,13,1,11.4,3.6,2.4,28.6,46.0,1,0,0,1692.44,4,4.3
ORD108094,DS_Bangalore_Whitefield,Bangalore,Fruits & Veg,2024-05-17 12:06:00,Friday,12,1,8.4,2.6,2.9,14.2,28.1,0,0,0,538.8,12,4.2
ORD108095,DS_Mumbai_BKC,Mumbai,Personal Care,2024-03-18 17:50:00,Monday,17,0,6.3,2.8,2.8,20.4,32.3,1,0,0,1455.18,5,3.5
ORD108096,DS_Mumbai_BKC,Mumbai,Beverages,2024-11-11 23:31:00,Monday,23,0,4.7,3.3,2.6,18.7,29.299999999999997,0,0,0,1069.45,10,4.1
ORD108097,DS_Delhi_Lajpat,Delhi,Personal Care,2024-03-11 11:41:00,Monday,11,0,4.6,3.4,2.2,14.4,24.6,0,0,0,1589.59,8,4.6
ORD108098,DS_Mumbai_Andheri,Mumbai,Staples,2024-11-14 10:58:00,Thursday,10,0,9.4,3.0,2.2,12.5,27.1,0,0,0,1602.68,12,4.5
ORD108099,DS_Hyderabad_Hitech,Hyderabad,Frozen,2024-04-17 09:40:00,Wednesday,9,1,10.9,2.7,1.6,33.2,48.400000000000006,1,1,1,584.41,7,3.9
ORD108100,DS_Pune_Kothrud,Pune,Frozen,2024-10-14 19:58:00,Monday,19,1,8.2,3.9,2.1,24.3,38.5,1,1,1,493.93,2,4.1
ORD108101,DS_Hyderabad_Hitech,Hyderabad,Beverages,2024-10-23 08:58:00,Wednesday,8,1,4.8,1.2,2.7,23.4,32.099999999999994,1,0,0,552.49,7,3.5
ORD108102,DS_Mumbai_Andheri,Mumbai,Frozen,2024-08-27 18:44:00,Tuesday,18,0,3.3,3.2,2.2,25.2,33.9,1,0,0,1023.5,7,3.8
ORD108103,DS_Bangalore_Koramangala,Bangalore,Snacks,2024-05-19 14:37:00,Sunday,14,0,5.4,3.4,2.6,22.5,33.9,1,1,0,257.52,2,3.9
ORD108104,DS_Bangalore_Koramangala,Bangalore,Beverages,2024-12-08 11:28:00,Sunday,11,0,6.5,2.4,1.5,12.0,22.4,0,0,0,414.48,6,4.4
ORD108105,DS_Delhi_Lajpat,Delhi,Snacks,2024-01-08 09:32:00,Monday,9,1,11.0,4.1,2.3,29.3,46.7,1,0,0,1002.72,3,3.6
ORD108106,DS_Bangalore_Koramangala,Bangalore,Beverages,2024-03-30 13:01:00,Saturday,13,1,11.5,2.0,2.0,14.8,30.3,1,1,0,918.66,3,3.7
ORD108107,DS_Bangalore_Whitefield,Bangalore,Frozen,2024-03-22 09:43:00,Friday,9,1,12.4,3.1,2.4,25.4,43.3,1,0,0,1720.54,8,3.5
ORD108108,DS_Delhi_CP,Delhi,Beverages,2024-05-03 08:55:00,Friday,8,1,9.6,4.2,2.4,20.9,37.099999999999994,1,1,1,602.47,12,3.1
ORD108109,DS_Hyderabad_Hitech,Hyderabad,Frozen,2024-04-29 23:10:00,Monday,23,0,6.4,2.4,1.9,10.7,21.4,0,0,0,857.73,6,4.6
ORD108110,DS_Pune_Kothrud,Pune,Staples,2024-03-08 20:28:00,Friday,20,1,9.8,3.1,1.6,22.6,37.1,1,0,0,1217.86,9,3.7
ORD108111,DS_Bangalore_Koramangala,Bangalore,Staples,2024-07-27 06:22:00,Saturday,6,0,4.8,2.8,2.7,9.2,19.5,0,0,0,1673.75,7,4.3
ORD108112,DS_Bangalore_Whitefield,Bangalore,Beverages,2024-11-22 20:18:00,Friday,20,1,8.4,4.3,1.9,18.8,33.4,1,0,0,1383.08,10,3.6
ORD108113,DS_Delhi_Lajpat,Delhi,Dairy,2024-05-12 23:27:00,Sunday,23,0,6.7,5.8,0.9,12.0,25.4,0,0,0,1120.38,8,4.7
ORD108114,DS_Hyderabad_Hitech,Hyderabad,Fruits & Veg,2024-12-21 15:48:00,Saturday,15,0,3.0,3.0,1.8,14.8,22.6,0,0,0,1444.91,10,4.1
ORD108115,DS_Mumbai_BKC,Mumbai,Dairy,2024-09-11 21:48:00,Wednesday,21,1,9.3,4.1,2.7,26.1,42.2,1,1,0,667.07,10,3.6
ORD108116,DS_Mumbai_BKC,Mumbai,Dairy,2024-02-13 06:01:00,Tuesday,6,0,6.5,3.8,2.5,19.9,32.7,1,1,0,911.09,4,4.3
ORD108117,DS_Delhi_CP,Delhi,Beverages,2024-07-28 12:30:00,Sunday,12,1,8.8,4.1,2.4,20.9,36.2,1,0,0,238.77,9,3.8
ORD108118,DS_Mumbai_Andheri,Mumbai,Personal Care,2024-04-16 11:11:00,Tuesday,11,0,6.6,2.9,1.9,10.4,21.8,0,0,0,1351.66,2,3.9
ORD108119,DS_Delhi_Lajpat,Delhi,Snacks,2024-04-28 10:10:00,Sunday,10,0,5.5,2.4,1.6,23.3,32.8,1,0,0,1588.6,11,3.7
ORD108120,DS_Bangalore_Whitefield,Bangalore,Fruits & Veg,2024-05-15 17:46:00,Wednesday,17,0,10.3,3.2,2.5,17.0,33.0,1,0,0,1411.46,8,3.4
ORD108121,DS_Pune_Kothrud,Pune,Frozen,2024-09-22 21:45:00,Sunday,21,1,10.5,4.3,2.0,26.2,43.0,1,0,0,413.49,5,3.8
ORD108122,DS_Pune_Kothrud,Pune,Beverages,2024-12-12 20:59:00,Thursday,20,1,9.8,3.0,1.5,23.9,38.2,1,0,0,885.41,1,4.0
ORD108123,DS_Hyderabad_Hitech,Hyderabad,Fruits & Veg,2024-10-12 18:28:00,Saturday,18,0,6.6,3.2,2.4,19.0,31.200000000000003,1,0,0,1090.8,5,3.7
ORD108124,DS_Mumbai_Andheri,Mumbai,Frozen,2024-12-14 18:07:00,Saturday,18,0,7.5,3.1,1.9,20.3,32.8,1,0,0,840.84,9,3.7
ORD108125,DS_Delhi_CP,Delhi,Personal Care,2024-04-07 20:24:00,Sunday,20,1,9.4,3.2,2.1,18.5,33.2,1,1,0,652.81,12,3.8
ORD108126,DS_Delhi_Lajpat,Delhi,Dairy,2024-01-16 23:31:00,Tuesday,23,0,9.7,2.0,1.7,31.9,45.3,1,0,0,1416.01,10,3.4
ORD108127,DS_Mumbai_BKC,Mumbai,Beverages,2024-03-31 22:04:00,Sunday,22,0,8.6,2.8,2.0,17.3,30.7,1,0,0,258.53,3,3.9
ORD108128,DS_Delhi_Lajpat,Delhi,Fruits & Veg,2024-06-10 23:07:00,Monday,23,0,2.8,3.2,1.8,8.7,16.5,0,0,0,923.47,1,4.6
ORD108129,DS_Hyderabad_Hitech,Hyderabad,Personal Care,2024-03-28 11:45:00,Thursday,11,0,1.8,5.1,2.3,11.2,20.4,0,0,0,1526.87,2,4.7
ORD108130,DS_Delhi_Lajpat,Delhi,Frozen,2024-04-08 16:26:00,Monday,16,0,4.5,2.3,1.1,13.7,21.6,0,0,0,1745.6,9,3.9
ORD108131,DS_Bangalore_Koramangala,Bangalore,Personal Care,2024-05-28 13:31:00,Tuesday,13,1,11.6,4.2,1.4,25.4,42.599999999999994,1,0,0,1459.87,3,3.0
ORD108132,DS_Bangalore_Koramangala,Bangalore,Snacks,2024-01-15 09:55:00,Monday,9,1,10.5,5.2,1.1,18.9,35.7,1,1,0,342.84,1,4.0
ORD108133,DS_Delhi_Lajpat,Delhi,Frozen,2024-04-05 07:36:00,Friday,7,0,7.7,2.1,2.7,13.9,26.4,0,0,0,1028.64,9,4.9
ORD108134,DS_Mumbai_BKC,Mumbai,Beverages,2024-03-19 15:30:00,Tuesday,15,0,6.9,4.3,2.2,21.3,34.7,1,0,0,787.53,7,4.0
ORD108135,DS_Pune_Kothrud,Pune,Snacks,2024-09-19 12:01:00,Thursday,12,1,12.3,3.0,1.6,23.6,40.5,1,1,1,404.74,12,3.4
ORD108136,DS_Mumbai_Andheri,Mumbai,Beverages,2024-11-10 12:56:00,Sunday,12,1,8.8,4.7,2.3,26.9,42.7,1,0,0,708.53,4,4.1
ORD108137,DS_Hyderabad_Hitech,Hyderabad,Staples,2024-12-15 23:51:00,Sunday,23,0,7.2,4.9,1.0,13.0,26.1,0,0,0,308.72,12,3.9
ORD108138,DS_Mumbai_BKC,Mumbai,Personal Care,2024-10-31 18:31:00,Thursday,18,0,3.2,3.1,2.1,27.9,36.3,1,0,0,1561.67,2,4.1
ORD108139,DS_Bangalore_Koramangala,Bangalore,Staples,2024-06-16 08:39:00,Sunday,8,1,9.0,3.5,1.1,24.7,38.3,1,1,0,1767.89,10,3.7
ORD108140,DS_Hyderabad_Hitech,Hyderabad,Snacks,2024-06-28 13:50:00,Friday,13,1,8.2,2.8,1.7,19.3,32.0,1,0,0,273.19,10,4.0
ORD108141,DS_Mumbai_Andheri,Mumbai,Frozen,2024-07-10 18:34:00,Wednesday,18,0,8.1,3.5,1.8,14.7,28.1,0,0,0,1268.1,11,4.0
ORD108142,DS_Delhi_Lajpat,Delhi,Snacks,2024-12-21 14:03:00,Saturday,14,0,5.6,2.1,2.5,17.0,27.2,0,0,0,286.71,8,4.5
ORD108143,DS_Delhi_CP,Delhi,Fruits & Veg,2024-10-07 20:45:00,Monday,20,1,7.2,2.3,2.4,28.4,40.3,1,0,0,1142.06,8,3.2
ORD108144,DS_Delhi_CP,Delhi,Fruits & Veg,2024-06-22 21:50:00,Saturday,21,1,10.6,3.3,1.6,25.8,41.3,1,0,0,1307.49,1,3.1
ORD108145,DS_Delhi_CP,Delhi,Frozen,2024-06-21 13:57:00,Friday,13,1,8.1,3.6,2.0,24.4,38.099999999999994,1,0,0,317.65,3,3.6
ORD108146,DS_Delhi_CP,Delhi,Frozen,2024-08-31 11:23:00,Saturday,11,0,7.1,3.6,2.4,18.6,31.700000000000003,1,0,0,599.55,10,3.5
ORD108147,DS_Bangalore_Whitefield,Bangalore,Personal Care,2024-06-10 06:15:00,Monday,6,0,4.9,1.9,1.8,15.0,23.6,0,0,0,880.93,6,4.8
ORD108148,DS_Delhi_CP,Delhi,Fruits & Veg,2024-06-18 14:50:00,Tuesday,14,0,3.9,4.0,1.9,17.0,26.8,0,0,0,1744.18,3,4.4
ORD108149,DS_Hyderabad_Hitech,Hyderabad,Beverages,2024-08-14 21:33:00,Wednesday,21,1,7.2,2.2,1.4,22.1,32.900000000000006,1,1,1,865.6,2,3.3
ORD108150,DS_Delhi_Lajpat,Delhi,Personal Care,2024-10-05 06:25:00,Saturday,6,0,8.6,2.4,0.8,16.3,28.1,0,0,0,799.29,8,4.5
ORD108151,DS_Bangalore_Koramangala,Bangalore,Personal Care,2024-01-07 07:29:00,Sunday,7,0,9.3,2.8,1.7,17.9,31.7,1,0,0,1330.03,3,3.9
ORD108152,DS_Mumbai_BKC,Mumbai,Snacks,2024-09-12 18:17:00,Thursday,18,0,3.7,2.8,2.0,18.2,26.7,0,0,0,485.41,2,4.1
ORD108153,DS_Bangalore_Whitefield,Bangalore,Personal Care,2024-06-04 14:01:00,Tuesday,14,0,4.1,3.3,2.0,17.8,27.2,0,0,0,426.28,2,3.8
ORD108154,DS_Bangalore_Whitefield,Bangalore,Snacks,2024-07-14 16:01:00,Sunday,16,0,7.3,2.1,2.8,12.1,24.299999999999997,0,0,0,665.83,9,4.5
ORD108155,DS_Bangalore_Koramangala,Bangalore,Frozen,2024-02-06 14:36:00,Tuesday,14,0,2.2,0.7,1.7,6.7,11.3,0,0,0,332.99,4,4.5
ORD108156,DS_Bangalore_Whitefield,Bangalore,Snacks,2024-07-24 07:45:00,Wednesday,7,0,6.0,4.4,1.9,19.2,31.5,1,0,0,1526.84,4,3.6
ORD108157,DS_Mumbai_BKC,Mumbai,Staples,2024-02-11 21:49:00,Sunday,21,1,8.3,2.6,1.4,25.9,38.2,1,0,0,1696.75,9,3.6
ORD108158,DS_Hyderabad_Hitech,Hyderabad,Snacks,2024-04-06 19:39:00,Saturday,19,1,9.8,5.8,1.8,25.6,43.0,1,0,0,1027.74,1,3.7
ORD108159,DS_Bangalore_Koramangala,Bangalore,Snacks,2024-07-19 07:30:00,Friday,7,0,8.3,3.2,1.9,29.5,42.9,1,1,0,1542.29,4,3.4
ORD108160,DS_Mumbai_BKC,Mumbai,Frozen,2024-09-06 17:38:00,Friday,17,0,5.6,3.9,1.6,21.8,32.9,1,0,0,855.06,7,3.5
ORD108161,DS_Mumbai_BKC,Mumbai,Staples,2024-01-18 23:43:00,Thursday,23,0,8.0,4.0,2.0,13.0,27.0,0,0,0,668.69,4,4.0
ORD108162,DS_Mumbai_BKC,Mumbai,Beverages,2024-05-08 20:43:00,Wednesday,20,1,10.0,3.9,2.2,26.7,42.8,1,0,0,787.08,3,3.8
ORD108163,DS_Bangalore_Whitefield,Bangalore,Snacks,2024-01-26 22:34:00,Friday,22,0,7.7,2.8,2.1,18.1,30.700000000000003,1,0,0,1137.09,6,3.5
ORD108164,DS_Bangalore_Whitefield,Bangalore,Personal Care,2024-04-09 21:37:00,Tuesday,21,1,12.0,4.0,2.6,20.2,38.8,1,0,0,921.14,9,3.8
ORD108165,DS_Mumbai_BKC,Mumbai,Dairy,2024-08-06 19:32:00,Tuesday,19,1,12.2,4.5,1.2,24.0,41.9,1,0,0,1168.13,6,3.6
ORD108166,DS_Mumbai_BKC,Mumbai,Staples,2024-10-21 23:48:00,Monday,23,0,9.2,0.8,1.5,25.2,36.7,1,0,0,1050.2,5,3.5
ORD108167,DS_Bangalore_Koramangala,Bangalore,Beverages,2024-12-27 21:12:00,Friday,21,1,7.4,4.5,1.3,29.1,42.300000000000004,1,0,0,260.27,11,3.1
ORD108168,DS_Bangalore_Whitefield,Bangalore,Beverages,2024-05-30 16:29:00,Thursday,16,0,3.1,3.2,1.6,19.4,27.299999999999997,0,0,0,921.38,11,4.9
ORD108169,DS_Mumbai_Andheri,Mumbai,Snacks,2024-07-22 07:33:00,Monday,7,0,5.7,4.6,2.2,22.8,35.3,1,0,0,1455.34,12,2.8
ORD108170,DS_Delhi_Lajpat,Delhi,Fruits & Veg,2024-06-08 23:50:00,Saturday,23,0,7.3,3.5,1.8,27.5,40.1,1,0,0,815.84,12,3.5
ORD108171,DS_Delhi_CP,Delhi,Beverages,2024-08-26 17:19:00,Monday,17,0,2.8,3.8,1.3,18.4,26.299999999999997,0,1,0,1339.72,6,4.7
ORD108172,DS_Bangalore_Whitefield,Bangalore,Fruits & Veg,2024-03-17 21:29:00,Sunday,21,1,11.0,2.8,1.8,30.3,45.900000000000006,1,1,1,1199.3,7,3.2
ORD108173,DS_Hyderabad_Hitech,Hyderabad,Beverages,2024-07-24 23:05:00,Wednesday,23,0,7.6,5.2,2.3,16.8,31.900000000000002,1,0,0,1501.33,3,3.6
ORD108174,DS_Delhi_CP,Delhi,Beverages,2024-01-14 07:35:00,Sunday,7,0,5.0,2.3,2.1,21.4,30.799999999999997,1,0,0,788.72,2,4.3
ORD108175,DS_Bangalore_Koramangala,Bangalore,Personal Care,2024-07-28 07:25:00,Sunday,7,0,2.1,0.6,2.8,18.3,23.8,0,0,0,795.08,5,4.2
ORD108176,DS_Delhi_Lajpat,Delhi,Fruits & Veg,2024-03-23 13:31:00,Saturday,13,1,11.0,2.8,3.0,26.5,43.3,1,0,0,1286.8,9,3.5
ORD108177,DS_Delhi_Lajpat,Delhi,Frozen,2024-04-25 13:41:00,Thursday,13,1,9.3,2.9,1.6,32.4,46.2,1,1,0,1213.45,6,3.7
ORD108178,DS_Bangalore_Koramangala,Bangalore,Fruits & Veg,2024-09-18 16:59:00,Wednesday,16,0,3.7,3.4,2.7,23.3,33.1,1,0,0,396.51,11,3.4
ORD108179,DS_Mumbai_Andheri,Mumbai,Beverages,2024-07-20 19:27:00,Saturday,19,1,7.8,4.4,1.2,25.9,39.3,1,0,0,554.6,10,3.5
ORD108180,DS_Mumbai_BKC,Mumbai,Dairy,2024-01-18 06:01:00,Thursday,6,0,8.6,1.9,1.6,21.1,33.2,1,0,0,1022.05,2,4.0
ORD108181,DS_Mumbai_Andheri,Mumbai,Beverages,2024-01-11 12:57:00,Thursday,12,1,12.7,3.5,2.2,29.2,47.599999999999994,1,1,0,807.71,2,3.2
ORD108182,DS_Mumbai_Andheri,Mumbai,Personal Care,2024-09-17 22:52:00,Tuesday,22,0,4.2,1.7,0.7,22.2,28.8,0,0,0,551.47,12,4.8
ORD108183,DS_Mumbai_BKC,Mumbai,Dairy,2024-07-19 10:31:00,Friday,10,0,7.1,3.4,2.0,18.3,30.8,1,0,0,1427.31,6,4.4
ORD108184,DS_Delhi_CP,Delhi,Fruits & Veg,2024-11-07 15:59:00,Thursday,15,0,9.1,2.4,2.6,24.1,38.2,1,0,0,715.51,2,4.0
ORD108185,DS_Delhi_CP,Delhi,Snacks,2024-10-20 09:23:00,Sunday,9,1,10.8,3.4,1.3,16.1,31.6,1,0,0,738.95,8,4.0
ORD108186,DS_Delhi_CP,Delhi,Dairy,2024-09-03 08:37:00,Tuesday,8,1,7.8,1.6,1.0,21.6,32.0,1,0,0,783.82,7,3.8
ORD108187,DS_Hyderabad_Hitech,Hyderabad,Personal Care,2024-03-26 15:08:00,Tuesday,15,0,6.9,3.9,1.8,18.5,31.1,1,0,0,1441.43,4,4.0
ORD108188,DS_Mumbai_Andheri,Mumbai,Dairy,2024-02-26 07:48:00,Monday,7,0,6.9,2.4,2.1,8.1,19.5,0,0,0,1602.95,1,4.2
ORD108189,DS_Pune_Kothrud,Pune,Personal Care,2024-08-24 15:19:00,Saturday,15,0,4.8,4.5,1.5,18.6,29.400000000000002,0,0,0,1025.9,5,4.0
ORD108190,DS_Hyderabad_Hitech,Hyderabad,Frozen,2024-05-15 09:31:00,Wednesday,9,1,8.9,3.4,1.8,33.3,47.4,1,0,0,136.01,9,2.9
ORD108191,DS_Delhi_Lajpat,Delhi,Fruits & Veg,2024-02-18 10:13:00,Sunday,10,0,7.3,2.9,2.0,19.5,31.7,1,0,0,1559.41,11,4.1
ORD108192,DS_Bangalore_Koramangala,Bangalore,Dairy,2024-11-02 21:24:00,Saturday,21,1,10.5,4.0,2.0,18.8,35.3,1,1,0,601.69,11,3.7
